DATE,PM1,PM2,COEFF1,COEFF2
20/3/1988,0658,1916,111,107
21/3/1988,0736,1952,102,95
22/3/1988,0812,2027,87,79
23/3/1988,0851,2106,70,61
24/3/1988,0936,2157,51,43
25/3/1988,1041,2313,35,29
26/3/1988,1214,,26,
27/3/1988,0051,1456,26,30
28/3/1988,0320,1559,36,42
29/3/1988,0414,1640,49,55
30/3/1988,0452,1713,61,66
31/3/1988,0525,1743,71,76
1/4/1988,0557,1814,80,83
2/4/1988,0628,1845,86,87
3/4/1988,0659,1914,89,89
4/4/1988,0728,1943,89,88
5/4/1988,0758,2014,86,84
6/4/1988,0831,2050,80,76
7/4/1988,0910,2131,70,65
8/4/1988,0956,2223,58,52
9/4/1988,1058,2334,46,41
10/4/1988,1225,,38,
11/4/1988,0106,1409,38,42
12/4/1988,0238,1523,48,56
13/4/1988,0345,1620,65,74
14/4/1988,0440,1708,82,89
15/4/1988,0527,1752,95,100
16/4/1988,0611,1832,103,105
17/4/1988,0652,1911,105,104
18/4/1988,0731,1949,101,98
19/4/1988,0809,2025,93,87
20/4/1988,0846,2101,80,73
21/4/1988,0925,2140,65,58
22/4/1988,1009,2228,50,43
23/4/1988,1108,2335,37,32
24/4/1988,1231,,29,
25/4/1988,0059,1353,28,30
26/4/1988,0215,1500,34,39
27/4/1988,0317,1549,44,50
28/4/1988,0404,1627,55,60
29/4/1988,0444,1704,65,70
30/4/1988,0521,1739,74,77
1/5/1988,0556,1813,80,83
2/5/1988,0630,1846,85,85
3/5/1988,0706,1920,86,85
4/5/1988,0738,1956,84,82
5/5/1988,0817,2038,79,75
6/5/1988,0903,2126,71,66
7/5/1988,0956,2224,61,56
8/5/1988,1101,2334,52,49
9/5/1988,1224,,47,
10/5/1988,0057,1348,48,51
11/5/1988,0213,1455,55,60
12/5/1988,0318,1552,66,71
13/5/1988,0412,1640,77,81
14/5/1988,0501,1724,85,88
15/5/1988,0545,1806,90,90
16/5/1988,0627,1846,90,89
17/5/1988,0708,1925,88,85
18/5/1988,0748,2004,82,78
19/5/1988,0827,2042,74,69
20/5/1988,0906,2121,64,59
21/5/1988,0947,2205,53,49
22/5/1988,1036,2258,44,40
23/5/1988,1138,,37,
24/5/1988,0002,1244,35,35
25/5/1988,0107,1347,35,37
26/5/1988,0208,1444,40,44
27/5/1988,0305,1535,48,52
28/5/1988,0356,1621,56,61
29/5/1988,0442,1703,65,69
30/5/1988,0525,1744,72,75
31/5/1988,0606,1824,78,80
1/6/1988,0646,1904,82,82
2/6/1988,0728,1948,83,82
3/6/1988,0814,2035,81,79
4/6/1988,0903,2127,77,74
5/6/1988,0957,2223,71,68
6/6/1988,1057,2326,64,62
7/6/1988,1206,,60,
8/6/1988,0034,1316,58,58
9/6/1988,0142,1421,58,59
10/6/1988,0245,1519,61,63
11/6/1988,0343,1612,66,68
12/6/1988,0436,1659,70,72
13/6/1988,0524,1744,74,75
14/6/1988,0608,1827,76,76
15/6/1988,0651,1908,76,76
16/6/1988,0732,1948,75,73
17/6/1988,0811,2026,72,70
18/6/1988,0848,2102,67,64
19/6/1988,0924,2139,61,58
20/6/1988,1002,2220,55,52
21/6/1988,1045,2307,48,46
22/6/1988,1138,,43,
23/6/1988,0001,1238,41,40
24/6/1988,0102,1340,40,40
25/6/1988,0204,1440,42,44
26/6/1988,0305,1537,48,51
27/6/1988,0404,1631,55,60
28/6/1988,0458,1721,65,69
29/6/1988,0549,1809,73,77
30/6/1988,0637,1856,81,84
1/7/1988,0724,1943,87,89
2/7/1988,0810,2031,90,90
3/7/1988,0858,2120,89,88
4/7/1988,0946,2210,85,82
5/7/1988,1038,2304,78,74
6/7/1988,1134,,69,
7/7/1988,0003,1236,65,60
8/7/1988,0106,1342,56,54
9/7/1988,0211,1447,52,51
10/7/1988,0317,1549,52,54
11/7/1988,0419,1644,56,59
12/7/1988,0512,1732,62,65
13/7/1988,0558,1815,98,70
14/7/1988,0640,1855,72,74
15/7/1988,0717,1932,75,75
16/7/1988,0752,2006,75,75
17/7/1988,0824,2038,74,73
18/7/1988,0855,2109,71,69
19/7/1988,0926,2142,66,63
20/7/1988,1001,2218,60,56
21/7/1988,1041,2301,53,49
22/7/1988,1130,2355,45,42
23/7/1988,1233,,40,
24/7/1988,0103,1346,38,38
25/7/1988,0218,1459,40,43
26/7/1988,0334,1606,48,54
27/7/1988,0441,1705,60,67
28/7/1988,0536,1757,74,80
29/7/1988,0626,1845,87,92
30/7/1988,0713,1932,97,100
31/7/1988,0758,2017,103,104
1/8/1988,0841,2102,103,101
2/8/1988,0924,2146,97,93
3/8/1988,1008,2233,86,80
4/8/1988,1055,2325,72,65
5/8/1988,1152,,57,
6/8/1988,0028,1302,50,45
7/8/1988,0141,1420,41,40
8/8/1988,0301,1538,41,44
9/8/1988,0414,1638,48,53
10/8/1988,0507,1725,58,63
11/8/1988,0549,1803,67,71
12/8/1988,0624,1837,74,77
13/8/1988,0656,1909,79,80
14/8/1988,0727,1939,81,82
15/8/1988,0756,2008,82,81
16/8/1988,0824,2036,79,77
17/8/1988,0852,2105,75,72
18/8/1988,0922,2138,68,64
19/8/1988,0957,2216,59,55
20/8/1988,1040,2304,49,44
21/8/1988,1139,,39,
22/8/1988,0015,1302,36,34
23/8/1988,0146,1431,34,38
24/8/1988,0318,1550,45,52
25/8/1988,0427,1650,61,70
26/8/1988,0521,1741,79,88
27/8/1988,0609,1828,96,102
28/8/1988,0654,1913,107,111
29/8/1988,0737,1956,113,113
30/8/1988,0817,2037,111,107
31/8/1988,0856,2118,102,96
1/9/1988,0935,2159,88,79
2/9/1988,1017,2247,70,61
3/9/1988,1110,2351,51,43
4/9/1988,1226,,36,
5/9/1988,0116,1359,32,32
6/9/1988,0254,1527,35,40
7/9/1988,0404,1625,46,52
8/9/1988,0451,1707,58,64
9/9/1988,0528,1741,69,73
10/9/1988,0600,1811,77,80
11/9/1988,0628,1840,83,84
12/9/1988,0656,1910,86,86
13/9/1988,0725,1938,86,86
14/9/1988,0752,2005,84,82
15/9/1988,0820,2033,80,76
16/9/1988,0850,2105,72,68
17/9/1988,0925,2144,62,57
18/9/1988,1008,2235,51,45
19/9/1988,1110,2351,39,34
20/9/1988,1237,,32,
21/9/1988,0131,1414,34,39
22/9/1988,0304,1532,46,56
23/9/1988,0408,1630,66,76
24/9/1988,0500,1720,85,94
25/9/1988,0447,1706,101,107
26/9/1988,0530,1750,111,114
27/9/1988,0611,1831,114,113
28/9/1988,0650,1911,110,105
29/9/1988,0728,1950,99,92
30/9/1988,0806,2031,83,74
1/10/1988,0847,2117,65,56
2/10/1988,0938,2221,47,39
3/10/1988,1054,2351,33,29
4/10/1988,1229,,30,
5/10/1988,0125,1356,33,38
6/10/1988,0234,1454,44,50
7/10/1988,0320,1535,56,62
8/10/1988,0354,1608,67,72
9/10/1988,0424,1639,76,79
10/10/1988,0454,1710,82,84
11/10/1988,0525,1740,85,86
12/10/1988,0555,1809,86,86
13/10/1988,0623,1838,85,83
14/10/1988,0653,1909,80,77
15/10/1988,0726,1945,73,68
16/10/1988,0806,2029,63,58
17/10/1988,0855,2126,52,46
18/10/1988,1000,2244,41,38
19/10/1988,1125,,37,
20/10/1988,0021,1256,39,45
21/10/1988,0143,1408,52,61
22/10/1988,0244,1506,69,78
23/10/1988,0335,1556,86,93
24/10/1988,0421,1642,99,103
25/10/1988,0504,1725,106,107
26/10/1988,0545,1807,106,105
27/10/1988,0625,1848,101,97
28/10/1988,0705,1928,91,85
29/10/1988,0744,2009,77,70
30/10/1988,0826,2055,62,55
31/10/1988,0914,2154,47,41
1/11/1988,1020,2311,36,32
2/11/1988,1140,,31,
3/11/1988,0028,1254,33,36
4/11/1988,0136,1357,40,45
5/11/1988,0228,1446,50,55
6/11/1988,0308,1526,60,64
7/11/1988,0345,1603,69,72
8/11/1988,0420,1639,75,78
9/11/1988,0455,1713,80,81
10/11/1988,0528,1746,82,83
11/11/1988,0601,1819,82,81
12/11/1988,0636,1856,79,77
13/11/1988,0715,1938,74,70
14/11/1988,0800,2028,66,62
15/11/1988,0854,2127,57,53
16/11/1988,0957,2238,50,48
17/11/1988,1111,,47,
18/11/1988,0000,1230,49,52
19/11/1988,0114,1339,56,62
20/11/1988,0214,1438,68,73
21/11/1988,0307,1530,79,83
22/11/1988,0355,1618,87,90
23/11/1988,0440,1704,92,93
24/11/1988,0523,1748,93,92
25/11/1988,0606,1831,90,87
26/11/1988,0648,1913,84,80
27/11/1988,0729,1954,75,70
28/11/1988,0810,2036,65,59
29/11/1988,0852,2122,54,49
30/11/1988,0942,2218,45,41
1/12/1988,1041,2321,38,36
2/12/1988,1145,,36,
3/12/1988,0024,1247,37,38
4/12/1988,0123,1346,41,45
5/12/1988,0216,1440,49,53
6/12/1988,0304,1527,57,61
7/12/1988,0348,1611,65,68
8/12/1988,0428,1652,72,74
9/12/1988,0509,1731,77,79
10/12/1988,0548,1811,80,81
11/12/1988,0629,1853,81,81
12/12/1988,0713,1938,80,79
13/12/1988,0800,2027,77,74
14/12/1988,0850,2120,71,68
15/12/1988,0946,2220,65,62
16/12/1988,1048,2327,60,58
17/12/1988,1157,,57,
18/12/1988,0038,1305,57,58
19/12/1988,0143,1410,60,62
20/12/1988,0241,1508,65,68
21/12/1988,0334,1601,71,74
22/12/1988,0423,1650,77,79
23/12/1988,0510,1736,80,81
24/12/1988,0554,1819,82,82
25/12/1988,0636,1900,81,80
26/12/1988,0715,1937,78,75
27/12/1988,0751,2012,72,69
28/12/1988,0826,2047,65,61
29/12/1988,0902,2126,57,53
30/12/1988,0944,2213,49,45
31/12/1988,1035,2310,42,39
1/1/1989,1136,,37,
2/1/1989,0016,1243,36,36
3/1/1989,0121,1349,37,40
4/1/1989,0223,1452,44,48
5/1/1989,0318,1547,53,58
6/1/1989,0408,1636,64,69
7/1/1989,0455,1721,74,78
8/1/1989,0539,1805,83,86
9/1/1989,0623,1848,89,92
10/1/1989,0707,1932,93,94
11/1/1989,0752,2016,93,91
12/1/1989,0837,2102,88,85
13/1/1989,0925,2151,80,75
14/1/1989,1018,2248,69,64
15/1/1989,1120,2357,58,54
16/1/1989,1231,,50,
17/1/1989,0110,1345,48,48
18/1/1989,0220,1456,50,53
19/1/1989,0323,1555,57,62
20/1/1989,0417,1645,66,70
21/1/1989,0503,1728,74,77
22/1/1989,0544,1806,80,82
23/1/1989,0621,1842,83,84
24/1/1989,0655,1914,84,83
25/1/1989,0726,1943,81,79
26/1/1989,0756,2012,76,73
27/1/1989,0826,2043,69,65
28/1/1989,0858,2118,60,56
29/1/1989,0936,2201,51,46
30/1/1989,1023,2259,41,37
31/1/1989,1130,,33,
1/2/1989,0018,1255,31,31
2/2/1989,0139,1420,34,39
3/2/1989,0252,1528,45,52
4/2/1989,0350,1621,60,68
5/2/1989,0440,1708,76,83
6/2/1989,0526,1752,90,96
7/2/1989,0610,1834,101,105
8/2/1989,0653,1915,108,108
9/2/1989,0734,1956,108,105
10/2/1989,0816,2037,101,96
11/2/1989,0859,2120,89,81
12/2/1989,0947,2210,73,64
13/2/1989,1045,2317,56,48
14/2/1989,1202,,42,
15/2/1989,0042,1331,38,37
16/2/1989,0210,1454,40,45
17/2/1989,0320,1552,51,57
18/2/1989,0411,1637,63,68
19/2/1989,0452,1714,73,78
20/2/1989,0528,1746,81,84
21/2/1989,0559,1816,86,87
22/2/1989,0629,1845,88,88
23/2/1989,0657,1912,87,85
24/2/1989,0725,1939,83,80
25/2/1989,0752,2007,76,73
26/2/1989,0821,2038,68,63
27/2/1989,0854,2115,57,52
28/2/1989,0936,2205,45,40
1/3/1989,1038,2324,34,30
2/3/1989,1211,,28,
3/3/1989,0100,1353,30,35
4/3/1989,0226,1507,42,52
5/3/1989,0329,1600,61,71
6/3/1989,0420,1647,80,89
7/3/1989,0506,1731,97,104
8/3/1989,0550,1813,110,114
9/3/1989,0632,1853,116,116
10/3/1989,0712,1932,114,111
11/3/1989,0753,2011,105,98
12/3/1989,0834,2052,90,81
13/3/1989,0920,2141,71,61
14/3/1989,1018,2248,51,43
15/3/1989,1142,,36,
16/3/1989,0020,1320,33,33
17/3/1989,0155,1443,37,43
18/3/1989,0305,1536,49,56
19/3/1989,0353,1616,62,67
20/3/1989,0430,1649,72,76
21/3/1989,0501,1718,80,83
22/3/1989,0530,1746,85,87
23/3/1989,0559,1814,88,88
24/3/1989,0628,1842,87,86
25/3/1989,0655,1909,84,82
26/3/1989,0823,2037,78,75
27/3/1989,0852,2109,70,65
28/3/1989,0927,2148,60,54
29/3/1989,1012,2241,48,42
30/3/1989,1117,2358,36,32
31/3/1989,1248,,31,
1/4/1989,0130,1428,33,38
2/4/1989,0257,1539,46,55
3/4/1989,0401,1634,65,74
4/4/1989,0454,1721,84,92
5/4/1989,0541,1805,100,106
6/4/1989,0625,1848,110,113
7/4/1989,0708,1928,114,113
8/4/1989,0750,2009,110,106
9/4/1989,0831,2049,100,93
10/4/1989,0914,2132,85,76
11/4/1989,1001,2221,67,58
12/4/1989,1100,2328,49,42
13/4/1989,1222,,37,
14/4/1989,0053,1350,34,34
15/4/1989,0219,1508,37,42
16/4/1989,0330,1602,47,52
17/4/1989,0418,1641,58,62
18/4/1989,0455,1713,67,71
19/4/1989,0527,1743,74,77
20/4/1989,0558,1813,79,81
21/4/1989,0630,1844,82,82
22/4/1989,0700,1914,82,82
23/4/1989,0730,1944,81,79
24/4/1989,0800,2015,76,73
25/4/1989,0833,2052,70,66
26/4/1989,0914,2137,61,56
27/4/1989,1005,2234,51,47
28/4/1989,1110,2345,42,40
29/4/1989,1232,,39,
30/4/1989,0106,1357,41,46
1/5/1989,0225,1506,52,59
2/5/1989,0329,1603,67,75
3/5/1989,0424,1652,82,88
4/5/1989,0514,1738,94,98
5/5/1989,0601,1822,101,103
6/5/1989,0646,1906,103,102
7/5/1989,0730,1949,100,96
8/5/1989,0814,2033,91,86
9/5/1989,0859,2118,79,72
10/5/1989,0947,2207,65,59
11/5/1989,1043,2306,52,47
12/5/1989,1149,,42,
13/5/1989,0014,1258,39,38
14/5/1989,0121,1404,39,40
15/5/1989,0226,1503,43,46
16/5/1989,0322,1550,50,53
17/5/1989,0408,1630,57,61
18/5/1989,0448,1707,64,67
19/5/1989,0526,1743,69,72
20/5/1989,0602,1818,73,75
21/5/1989,0637,1852,75,76
22/5/1989,0711,1926,76,75
23/5/1989,0746,2003,74,73
24/5/1989,0825,2046,71,68
25/5/1989,0910,2134,65,63
26/5/1989,1002,2228,59,57
27/5/1989,1101,2330,54,53
28/5/1989,1209,,52,
29/5/1989,0039,1322,53,54
30/5/1989,0150,1430,57,61
31/5/1989,0255,1530,65,69
1/6/1989,0355,1623,74,78
2/6/1989,0449,1713,82,85
3/6/1989,0540,1801,87,89
4/6/1989,0628,1848,89,89
5/6/1989,0715,1935,88,86
6/6/1989,0802,2020,84,81
7/6/1989,0846,2105,77,73
8/6/1989,0930,2149,69,64
9/6/1989,1014,2234,60,55
10/6/1989,1102,2324,51,47
11/6/1989,1156,,44,
12/6/1989,0020,1254,42,40
13/6/1989,0118,1353,40,40
14/6/1989,0217,1451,41,43
15/6/1989,0315,1544,46,49
16/6/1989,0408,1632,52,56
17/6/1989,0456,1715,59,62
18/6/1989,0540,1756,65,68
19/6/1989,0620,1826,70,73
20/6/1989,0659,1916,74,76
21/6/1989,0739,1957,77,78
22/6/1989,0820,2040,78,78
23/6/1989,0904,2126,77,75
24/6/1989,0951,2215,74,71
25/6/1989,1042,2308,69,66
26/6/1989,1139,,64,
27/6/1989,0008,1244,61,59
28/6/1989,0115,1354,58,58
29/6/1989,0225,1500,58,60
30/6/1989,0331,1601,62,65
1/7/1989,0431,1657,68,71
2/7/1989,0526,1749,74,77
3/7/1989,0617,1837,79,81
4/7/1989,0704,1923,82,83
5/7/1989,0748,2005,83,82
6/7/1989,0828,2044,80,78
7/7/1989,0904,2119,75,72
8/7/1989,0937,2153,68,64
9/7/1989,1012,2231,60,56
10/7/1989,1053,2316,51,47
11/7/1989,1145,,43,
12/7/1989,0011,1247,40,37
13/7/1989,0116,1354,36,35
14/7/1989,0223,1459,36,38
15/7/1989,0330,1600,42,46
16/7/1989,0430,1652,50,56
17/7/1989,0521,1739,61,66
18/7/1989,0605,1822,71,75
19/7/1989,0647,1904,80,83
20/7/1989,0728,1946,87,89
21/7/1989,0808,2027,91,92
22/7/1989,0849,2110,92,90
23/7/1989,0931,2154,88,85
24/7/1989,1016,2241,80,76
25/7/1989,1105,2336,70,64
26/7/1989,1206,,59,
27/7/1989,0043,1322,54,50
28/7/1989,0201,1440,48,48
29/7/1989,0318,1552,50,54
30/7/1989,0427,1652,58,63
31/7/1989,0523,1743,68,73
1/8/1989,0609,1827,77,80
2/8/1989,0651,1907,83,84
3/8/1989,0727,1942,85,86
4/8/1989,0801,2014,85,84
5/8/1989,0830,2044,82,79
6/8/1989,0859,2113,76,72
7/8/1989,0928,2144,68,63
8/8/1989,1001,2219,58,53
9/8/1989,1040,2302,48,43
10/8/1989,1133,,37,
11/8/1989,0005,1251,33,30
12/8/1989,0129,1415,29,31
13/8/1989,0255,1531,34,40
14/8/1989,0407,1629,46,54
15/8/1989,0500,1718,61,69
16/8/1989,0545,1803,76,83
17/8/1989,0628,1845,89,95
18/8/1989,0709,1927,99,102
19/8/1989,0748,2007,105,105
20/8/1989,0827,2047,104,102
21/8/1989,0907,2129,98,92
22/8/1989,0948,2214,86,79
23/8/1989,1035,2308,70,62
24/8/1989,1135,,54,
25/8/1989,0020,1300,47,42
26/8/1989,0150,1432,39,40
27/8/1989,0317,1550,44,50
28/8/1989,0425,1647,56,63
29/8/1989,0514,1732,69,74
30/8/1989,0554,1810,78,82
31/8/1989,0629,1843,85,87
1/9/1989,0659,1913,88,88
2/9/1989,0728,1942,88,87
3/9/1989,0756,2009,85,83
4/9/1989,0823,2036,80,76
5/9/1989,0851,2105,72,67
6/9/1989,0920,2136,62,57
7/9/1989,0955,2215,51,45
8/9/1989,1041,2312,39,34
9/9/1989,1157,,29,
10/9/1989,0044,1333,27,28
11/9/1989,0223,1459,32,39
12/9/1989,0339,1602,47,56
13/9/1989,0433,1653,65,74
14/9/1989,0520,1739,83,91
15/9/1989,0603,1822,98,104
16/9/1989,0644,1903,108,111
17/9/1989,0724,1943,112,112
18/9/1989,0803,2024,110,106
19/9/1989,0843,2106,100,93
20/9/1989,0924,2152,85,76
21/9/1989,1012,2248,66,57
22/9/1989,1115,,48,
23/9/1989,0007,1247,41,37
24/9/1989,0142,1320,36,39
25/9/1989,0207,1435,44,50
26/9/1989,0308,1528,57,63
27/9/1989,0352,1609,69,73
28/9/1989,0428,1643,78,81
29/9/1989,0459,1713,84,85
30/9/1989,0527,1742,87,87
1/10/1989,0556,1810,87,86
2/10/1989,0625,1839,85,82
3/10/1989,0653,1907,80,77
4/10/1989,0720,1935,73,68
5/10/1989,0750,2007,63,58
6/10/1989,0827,2049,52,47
7/10/1989,0917,2150,41,36
8/10/1989,1029,2316,32,30
9/10/1989,1159,,31,
10/10/1989,0053,1323,35,42
11/10/1989,0206,1429,51,60
12/10/1989,0302,1523,69,78
13/10/1989,0350,1611,86,94
14/10/1989,0435,1656,100,106
15/10/1989,0517,1739,109,111
16/10/1989,0600,1822,112,110
17/10/1989,0641,1905,107,103
18/10/1989,0723,1949,96,89
19/10/1989,0808,2037,81,73
20/10/1989,0858,2136,63,55
21/10/1989,1004,2255,48,42
22/10/1989,1127,,38,
23/10/1989,0018,1249,38,40
24/10/1989,0135,1401,44,48
25/10/1989,0234,1455,54,59
26/10/1989,0318,1536,63,68
27/10/1989,0353,1610,71,75
28/10/1989,0425,1641,77,79
29/10/1989,0456,1712,80,81
30/10/1989,0527,1744,82,81
31/10/1989,0558,1815,80,79
1/11/1989,0628,1845,77,75
2/11/1989,0659,1916,72,68
3/11/1989,0733,1954,64,60
4/11/1989,0815,2041,56,51
5/11/1989,0908,2141,47,43
6/11/1989,1013,2254,40,39
7/11/1989,1128,,39,
8/11/1989,0015,1245,42,47
9/11/1989,0128,1353,54,61
10/11/1989,0227,1451,68,76
11/11/1989,0320,1543,83,89
12/11/1989,0408,1632,95,99
13/11/1989,0454,1719,102,103
14/11/1989,0539,1805,104,103
15/11/1989,0625,1851,100,96
16/11/1989,0711,1939,91,86
17/11/1989,0758,2028,79,73
18/11/1989,0849,2123,66,60
19/11/1989,0947,2226,54,49
20/11/1989,1052,2332,45,42
21/11/1989,1158,,41,
22/11/1989,0037,1302,42,44
23/11/1989,0138,1402,46,49
24/11/1989,0230,1452,53,56
25/11/1989,0313,1534,60,63
26/11/1989,0351,1612,66,68
27/11/1989,0428,1649,70,72
28/11/1989,0504,1725,74,75
29/11/1989,0539,1759,75,75
30/11/1989,0613,1833,75,74
1/12/1989,0648,1909,73,71
2/12/1989,0727,1949,69,67
3/12/1989,0810,2036,64,62
4/12/1989,0859,2128,59,56
5/12/1989,0954,2228,54,52
6/12/1989,1056,2336,51,51
7/12/1989,1205,,53,
8/12/1989,0047,1315,55,59
9/12/1989,0152,1420,63,68
10/12/1989,0251,1519,73,78
11/12/1989,0345,1613,82,86
12/12/1989,0436,1705,89,92
13/12/1989,0526,1754,93,94
14/12/1989,0614,1842,93,92
15/12/1989,0702,1929,90,87
16/12/1989,0748,2014,83,79
17/12/1989,0832,2058,74,69
18/12/1989,0916,2143,63,58
19/12/1989,1003,2233,53,49
20/12/1989,1056,2330,45,42
21/12/1989,1155,,40,
22/12/1989,0030,1257,39,39
23/12/1989,0132,1400,40,42
24/12/1989,0230,1458,45,49
25/12/1989,0321,1548,52,56
26/12/1989,0406,1631,60,63
27/12/1989,0447,1711,67,70
28/12/1989,0526,1749,73,75
29/12/1989,0603,1825,77,78
30/12/1989,0641,1903,80,80
31/12/1989,0720,1942,80,80
1/1/1990,0801,2023,79,77
2/1/1990,0844,2108,75,72
3/1/1990,0931,2158,69,66
4/1/1990,1024,2256,62,59
5/1/1990,1127,,56,
6/1/1990,0005,1240,54,53
7/1/1990,0120,1356,54,56
8/1/1990,0230,1504,60,64
9/1/1990,0332,1604,69,74
10/1/1990,0427,1658,79,53
11/1/1990,0518,1746,86,89
12/1/1990,0605,1831,91,92
13/1/1990,0649,1913,92,91
14/1/1990,0730,1950,89,86
15/1/1990,0806,2024,83,78
16/1/1990,0839,2056,73,68
17/1/1990,0913,2133,63,57
18/1/1990,0953,2220,51,46
19/1/1990,1046,2322,40,36
20/1/1990,1153,,32,
21/1/1990,0033,1308,30,30
22/1/1990,0147,1425,32,36
23/1/1990,0254,1527,41,46
24/1/1990,0346,1614,52,58
25/1/1990,0430,1655,64,69
26/1/1990,0510,1734,74,79
27/1/1990,0549,1812,84,88
28/1/1990,0627,1848,91,93
29/1/1990,0705,1926,95,95
30/1/1990,0744,2004,94,93
31/1/1990,0823,2044,90,86
1/2/1990,0906,2128,81,75
2/2/1990,0955,2220,69,62
3/2/1990,1055,2330,56,50
4/2/1990,1215,,46,
5/2/1990,0058,1344,44,45
6/2/1990,0221,1502,49,54
7/2/1990,0329,1602,61,68
8/2/1990,0424,1652,74,80
9/2/1990,0510,1735,85,89
10/2/1990,0551,1813,92,94
11/2/1990,0629,1848,95,94
12/2/1990,0706,1919,93,91
13/2/1990,0733,1948,88,85
14/2/1990,0801,2016,80,75
15/2/1990,0831,2047,69,64
16/2/1990,0903,2123,57,51
17/2/1990,0943,2210,44,38
18/2/1990,1040,2325,32,28
19/2/1990,1209,,25,
20/2/1990,0056,1347,25,28
21/2/1990,0223,1500,33,40
22/2/1990,0321,1549,48,56
23/2/1990,0407,1631,63,71
24/2/1990,0448,1711,79,86
25/2/1990,0528,1750,92,97
26/2/1990,0606,1827,101,104
27/2/1990,0644,1904,106,107
28/2/1990,0722,1941,106,103
1/3/1990,0801,2020,99,93
2/3/1990,0844,2104,86,78
3/3/1990,0932,2156,70,61
4/3/1990,1035,2309,52,45
5/3/1990,1205,,40,
6/3/1990,0047,1343,38,40
7/3/1990,0217,1459,45,52
8/3/1990,0324,1554,59,67
9/3/1990,0414,1637,73,79
10/3/1990,0454,1714,84,87
11/3/1990,0530,1747,90,92
12/3/1990,0602,1818,93,93
13/3/1990,0632,1846,92,91
14/3/1990,0701,1915,88,85
15/3/1990,0728,1942,81,77
16/3/1990,0756,2011,72,66
17/3/1990,0826,2044,60,54
18/3/1990,0902,2125,48,42
19/3/1990,0951,2229,35,30
20/3/1990,1115,,26,
21/3/1990,0002,1259,24,27
22/3/1990,0133,1420,32,39
23/3/1990,0241,1514,47,56
24/3/1990,0333,1600,65,74
25/3/1990,0518,1743,82,89
26/3/1990,0601,1823,96,102
27/3/1990,0641,1902,106,109
28/3/1990,0721,1940,111,111
29/3/1990,0801,2020,109,105
30/3/1990,0842,2101,100,93
31/3/1990,0927,2147,85,77
1/4/1990,1019,2243,68,59
2/4/1990,1128,,51,
3/4/1990,0002,1301,44,40
4/4/1990,0136,1430,39,42
5/4/1990,0258,1540,47,53
6/4/1990,0403,1631,59,65
7/4/1990,0450,1711,70,75
8/4/1990,0528,1746,78,82
9/4/1990,0601,1816,84,85
10/4/1990,0631,1846,86,87
11/4/1990,0701,1916,86,85
12/4/1990,0732,1946,83,81
13/4/1990,0801,2015,78,75
14/4/1990,0830,2045,71,66
15/4/1990,0901,2119,61,56
16/4/1990,0939,2203,51,46
17/4/1990,1032,2304,40,36
18/4/1990,1145,,32,
19/4/1990,0023,1312,31,33
20/4/1990,0145,1432,36,42
21/4/1990,0256,1533,49,58
22/4/1990,0354,1624,66,74
23/4/1990,0445,1711,82,89
24/4/1990,0532,1754,95,100
25/4/1990,0616,1837,104,106
26/4/1990,0700,1920,107,107
27/4/1990,0744,2003,105,101
28/4/1990,0829,2049,96,90
29/4/1990,0918,2139,83,75
30/4/1990,1014,2239,68,61
1/5/1990,1123,2353,54,49
2/5/1990,1241,,45,
3/5/1990,0109,1355,44,45
4/5/1990,0221,1502,47,51
5/5/1990,0324,1554,54,59
6/5/1990,0414,1636,62,66
7/5/1990,0454,1711,69,71
8/5/1990,0528,1744,73,75
9/5/1990,0602,1816,76,77
10/5/1990,0635,1850,77,77
11/5/1990,0708,1923,76,75
12/5/1990,0740,1955,73,71
13/5/1990,0812,2028,69,66
14/5/1990,0847,2106,63,60
15/5/1990,0929,2152,56,52
16/5/1990,1020,2248,49,46
17/5/1990,1121,2352,44,43
18/5/1990,1231,,43,
19/5/1990,0101,1343,45,48
20/5/1990,0210,1449,53,59
21/5/1990,0314,1546,65,71
22/5/1990,0411,1639,77,82
23/5/1990,0504,1728,88,92
24/5/1990,0554,1816,95,98
25/5/1990,0643,1904,99,99
26/5/1990,0732,1953,98,95
27/5/1990,0821,2042,92,88
28/5/1990,0912,2134,83,78
29/5/1990,1005,2229,72,67
30/5/1990,1103,2328,61,57
31/5/1990,1203,,53,
1/6/1990,0028,1304,50,47
2/6/1990,0128,1405,47,47
3/6/1990,0229,1502,48,49
4/6/1990,0326,1552,51,54
5/6/1990,0415,1635,56,59
6/6/1990,0458,1715,61,63
7/6/1990,0537,1753,65,67
8/6/1990,0615,1830,69,70
9/6/1990,0651,1906,71,71
10/6/1990,0726,1941,71,71
11/6/1990,0801,2017,71,70
12/6/1990,0838,2057,69,67
13/6/1990,0918,2140,66,64
14/6/1990,1003,2228,62,60
15/6/1990,1054,2321,57,56
16/6/1990,1152,,55,
17/6/1990,0021,1257,54,54
18/6/1990,0127,1406,55,57
19/6/1990,0236,1512,60,64
20/6/1990,0342,1612,68,73
21/6/1990,0443,1709,77,81
22/6/1990,0539,1802,85,88
23/6/1990,0632,1854,91,93
24/6/1990,0723,1944,93,93
25/6/1990,0812,2032,92,90
26/6/1990,0859,2119,87,84
27/6/1990,0943,2204,79,75
28/6/1990,1027,2248,69,64
29/6/1990,1112,2335,59,54
